Frame,Object ID,X1,Y1,X2,Y2,Score
1,1,0,225,238,327,0.86
2,1,-2,226,241,331,0.85
3,1,-3,226,242,332,0.86
4,1,-5,225,244,333,0.88
5,1,-5,224,244,332,0.87
6,1,-2,227,241,333,0.86
7,1,0,227,239,331,0.85
8,1,0,229,239,333,0.85
9,1,0,230,238,334,0.85
10,1,0,231,238,334,0.85
11,1,0,231,238,334,0.85
12,1,0,231,238,334,0.85
13,1,0,231,238,334,0.85
14,1,0,231,238,334,0.85
15,1,0,231,238,334,0.85
16,1,0,231,238,334,0.85
17,1,0,231,238,334,0.85
18,1,0,231,239,334,0.85
19,1,0,231,239,334,0.85
20,1,0,231,239,334,0.85
21,1,0,231,239,334,0.85
22,1,0,231,239,334,0.85
23,1,0,231,239,334,0.85
24,1,0,231,239,334,0.85
25,1,0,231,239,334,0.85
26,1,0,231,239,334,0.85
27,1,0,231,239,334,0.85
28,1,0,231,239,334,0.85
29,1,0,231,239,334,0.85
30,1,0,231,239,334,0.85
31,1,0,231,239,334,0.85
32,1,0,231,239,334,0.85
33,1,0,231,239,334,0.85
34,1,0,231,239,334,0.85
35,1,0,231,239,334,0.85
36,1,0,231,239,334,0.85
37,1,0,231,239,334,0.85
38,1,0,231,239,334,0.85
39,1,0,231,239,334,0.85
40,1,0,231,239,334,0.85
41,1,0,231,239,334,0.85
42,1,0,231,239,334,0.85
43,1,0,231,239,334,0.85
44,1,0,231,239,334,0.85
45,1,0,231,239,334,0.85
46,1,0,231,239,334,0.85
47,1,0,231,239,334,0.85
48,1,0,231,239,334,0.85
49,1,0,231,239,334,0.85
50,1,0,231,239,334,0.85
51,1,0,231,239,334,0.85
52,1,0,231,239,334,0.85
53,1,0,231,239,334,0.85
54,1,0,231,239,334,0.85
55,1,0,231,239,334,0.85
56,1,0,231,239,334,0.85
57,1,0,231,239,334,0.85
58,1,0,231,239,334,0.85
59,1,0,231,239,334,0.85
60,1,0,231,239,334,0.85
61,1,0,231,239,334,0.85
62,1,0,231,239,334,0.85
63,1,0,231,239,334,0.85
64,1,0,231,239,334,0.85
65,1,0,231,239,334,0.85
66,1,0,231,239,334,0.85
67,1,0,231,239,334,0.85
68,1,0,231,239,334,0.85
69,1,0,231,239,334,0.85
70,1,0,231,239,334,0.85
71,1,0,231,239,334,0.85
72,1,0,231,239,334,0.85
73,1,0,231,239,334,0.85
74,1,0,231,239,334,0.85
75,1,0,231,239,334,0.85
76,1,0,231,239,334,0.85
77,1,0,231,239,334,0.85
78,1,0,231,239,334,0.85
79,1,0,231,239,334,0.85
80,1,0,231,240,334,0.85
81,1,0,231,240,334,0.85
82,1,0,231,240,334,0.85
83,1,0,231,240,334,0.85
84,1,0,231,240,334,0.85
85,1,0,231,240,334,0.85
86,1,0,231,240,334,0.85
87,1,0,231,240,334,0.85
88,1,0,231,240,334,0.85
89,1,0,231,240,334,0.85
90,1,0,231,240,334,0.85
91,1,0,231,240,334,0.85
92,1,0,231,240,334,0.85
93,1,0,231,240,334,0.85
94,1,0,231,240,334,0.85
95,1,0,231,240,334,0.85
96,1,0,231,240,334,0.85
97,1,0,231,240,334,0.85
98,1,0,231,240,334,0.85
99,1,0,231,240,334,0.85
100,1,0,231,240,334,0.85
101,1,0,231,240,334,0.85
102,1,0,231,240,334,0.85
103,1,0,231,240,334,0.85
104,1,0,231,240,334,0.85
105,1,0,231,240,334,0.85
106,1,0,231,240,334,0.85
107,1,0,231,240,334,0.85
108,1,0,231,240,334,0.85
109,1,0,231,240,334,0.85
110,1,0,231,240,334,0.85
111,1,0,231,240,334,0.85
112,1,0,231,240,334,0.85
113,1,0,231,240,334,0.85
114,1,0,231,240,334,0.85
115,1,0,231,240,334,0.85
116,1,0,231,240,334,0.85
117,1,0,231,240,334,0.85
118,1,0,231,240,334,0.85
119,1,0,231,240,334,0.85
120,1,0,231,240,334,0.85
121,1,0,231,240,334,0.85
122,1,0,231,240,334,0.85
123,1,0,231,240,334,0.85
124,1,0,231,240,334,0.85
125,1,0,231,240,334,0.85
126,1,0,231,240,334,0.85
127,1,0,231,240,334,0.85
128,1,0,231,240,334,0.85
129,1,0,231,240,334,0.85
130,1,0,231,240,334,0.85
131,1,0,231,240,334,0.85
132,1,0,231,240,334,0.85
133,1,0,231,240,334,0.85
134,1,0,231,240,334,0.85
135,1,0,231,240,334,0.85
136,1,0,231,240,334,0.85
137,1,0,231,240,334,0.85
138,1,0,231,240,334,0.85
139,1,0,231,240,334,0.85
140,1,0,231,240,334,0.85
141,1,0,231,240,334,0.85
142,1,0,231,240,334,0.85
143,1,0,231,240,334,0.85
144,1,0,231,240,334,0.85
145,1,0,231,240,334,0.85
146,1,0,231,240,334,0.85
147,1,0,231,240,334,0.85
148,1,0,231,240,334,0.85
149,1,0,231,240,334,0.85
150,1,0,231,240,334,0.85
151,1,0,231,240,334,0.85
152,1,0,231,240,334,0.85
153,1,0,231,240,334,0.85
154,1,0,231,240,334,0.85
155,1,0,231,240,334,0.85
156,1,0,231,240,334,0.85
157,1,0,231,240,334,0.85
158,1,0,231,240,334,0.85
159,1,0,231,240,334,0.85
160,1,0,231,240,334,0.85
161,1,0,231,240,334,0.85
162,1,0,231,240,334,0.85
163,1,0,231,240,334,0.85
164,1,0,231,240,334,0.85
165,1,0,231,240,334,0.85
166,1,0,231,240,334,0.85
167,1,0,231,240,334,0.85
168,1,0,231,240,334,0.85
169,1,0,231,240,334,0.85
170,1,0,231,240,334,0.85
171,1,0,231,240,334,0.85
172,1,0,231,240,334,0.85
173,1,0,231,240,334,0.85
174,1,0,231,240,334,0.85
175,1,0,231,240,334,0.85
176,1,0,231,240,334,0.85
177,1,0,231,240,334,0.85
178,1,0,231,240,334,0.85
179,1,0,231,240,334,0.85
180,1,0,231,240,334,0.85
181,1,0,231,240,334,0.85
182,1,0,231,240,334,0.85
183,1,0,231,240,334,0.85
184,1,0,231,240,334,0.85
185,1,0,231,240,334,0.85
186,1,0,231,240,334,0.85
187,1,0,231,240,334,0.85
188,1,0,231,240,334,0.85
189,1,0,231,240,334,0.85
190,1,0,231,240,334,0.85
191,1,0,231,240,334,0.85
192,1,0,231,240,334,0.85
193,1,0,231,240,334,0.85
194,1,0,231,240,334,0.85
195,1,0,231,240,334,0.85
196,1,0,231,240,334,0.85
197,1,0,231,240,334,0.85
198,1,0,231,240,334,0.85
199,1,0,231,240,334,0.85
200,1,0,231,240,334,0.85
201,1,0,231,240,334,0.85
202,1,0,231,240,334,0.85
203,1,0,231,240,334,0.85
204,1,0,231,240,334,0.85
205,1,0,231,240,334,0.85
206,1,0,231,240,334,0.85
207,1,0,231,240,334,0.85
208,1,0,231,240,334,0.85
209,1,0,231,240,334,0.85
210,1,0,231,240,334,0.85
211,1,0,231,240,334,0.85
212,1,0,231,240,334,0.85
213,1,0,231,240,334,0.85
214,1,0,231,240,334,0.85
215,1,0,231,240,334,0.85
216,1,0,231,240,334,0.85
217,1,0,231,240,334,0.85
218,1,0,231,240,334,0.85
219,1,0,231,240,334,0.85
220,1,0,231,240,334,0.85
221,1,0,231,240,334,0.85
222,1,0,231,240,334,0.85
223,1,0,231,240,334,0.85
224,1,0,231,240,334,0.85
225,1,0,231,240,334,0.85
226,1,0,231,240,334,0.85
227,1,0,231,240,334,0.85
228,1,0,231,240,334,0.85
229,1,0,231,240,334,0.85
230,1,0,231,240,334,0.85
231,1,0,231,240,334,0.85
232,1,0,231,240,334,0.85
233,1,0,231,240,334,0.85
234,1,0,231,240,334,0.85
235,1,0,231,240,334,0.85
236,1,0,231,240,334,0.85
237,1,0,231,240,334,0.85
238,1,0,231,240,334,0.85
239,1,0,231,240,334,0.85
240,1,0,231,240,334,0.85
241,1,0,231,240,334,0.85
242,1,0,231,240,334,0.85
243,1,0,231,240,334,0.85
244,1,0,231,240,334,0.85
245,1,0,231,240,334,0.85
246,1,0,231,240,334,0.85
247,1,0,231,240,334,0.85
248,1,0,231,240,334,0.85
249,1,0,231,240,334,0.85
250,1,0,231,239,334,0.86
251,1,0,231,239,334,0.86
252,1,0,231,239,334,0.86
253,1,0,231,239,334,0.86
254,1,0,231,239,334,0.86
255,1,0,231,239,334,0.86
256,1,0,231,239,334,0.86
257,1,0,231,239,334,0.86
258,1,0,231,239,334,0.86
259,1,0,231,239,334,0.86
260,1,0,231,239,334,0.86
261,1,0,231,239,334,0.86
262,1,0,231,239,334,0.86
263,1,0,231,239,334,0.86
264,1,0,231,239,334,0.86
265,1,0,231,239,334,0.86
266,1,0,231,239,334,0.86
267,1,0,231,239,334,0.86
268,1,0,231,239,334,0.86
269,1,0,231,239,334,0.86
270,1,0,231,239,334,0.86
271,1,0,231,239,334,0.86
272,1,0,231,239,334,0.86
273,1,0,231,239,334,0.86
274,1,0,231,239,334,0.86
275,1,0,231,239,334,0.86
276,1,0,231,239,334,0.86
277,1,0,231,239,334,0.86
278,1,0,231,239,334,0.86
279,1,0,231,239,334,0.86
280,1,0,231,239,334,0.86
281,1,0,231,239,334,0.86
282,1,0,231,239,334,0.86
283,1,0,231,239,334,0.86
284,1,0,231,239,334,0.86
285,1,0,231,239,334,0.86
286,1,0,231,239,334,0.86
287,1,0,231,239,334,0.86
288,1,0,231,239,334,0.86
289,1,0,231,239,334,0.86
290,1,0,231,239,334,0.86
291,1,0,231,239,334,0.86
292,1,0,231,239,334,0.86
293,1,0,231,239,334,0.86
294,1,0,231,239,334,0.86
295,1,0,231,238,334,0.86
296,1,0,231,238,334,0.86
297,1,0,231,238,334,0.86
298,1,0,231,238,334,0.86
299,1,0,231,238,334,0.86
300,1,0,231,238,334,0.86
301,1,0,231,238,334,0.86
302,1,0,231,238,334,0.86
303,1,0,231,238,334,0.86
304,1,0,231,238,334,0.86
305,1,0,231,238,334,0.86
306,1,0,231,238,334,0.86
307,1,0,231,238,334,0.86
308,1,0,231,238,334,0.86
309,1,0,231,238,334,0.86
310,1,0,231,238,334,0.86
311,1,0,231,238,334,0.86
312,1,0,231,238,334,0.86
313,1,0,231,238,334,0.86
314,1,0,231,238,334,0.86
315,1,0,231,238,334,0.86
316,1,0,231,238,334,0.86
317,1,0,231,238,334,0.86
318,1,0,231,238,334,0.86
319,1,0,231,238,334,0.86
320,1,0,231,238,334,0.86
321,1,0,231,238,334,0.86
322,1,0,231,238,334,0.86
323,1,0,231,238,334,0.86
324,1,0,231,238,334,0.86
325,1,0,231,238,334,0.86
326,1,0,231,238,334,0.86
327,1,0,231,238,334,0.86
328,1,0,231,238,334,0.86
329,1,0,231,238,334,0.86
330,1,0,231,238,334,0.86
331,1,0,231,238,334,0.86
332,1,0,231,238,334,0.86
333,1,0,231,238,334,0.86
334,1,0,231,238,334,0.86
335,1,0,231,238,334,0.86
336,1,0,231,238,334,0.86
337,1,0,231,238,334,0.86
338,1,0,231,238,334,0.86
339,1,0,231,238,334,0.86
340,1,0,231,238,334,0.86
341,1,0,231,238,334,0.86
342,1,0,231,238,334,0.86
343,1,0,231,238,334,0.86
344,1,0,231,238,334,0.86
345,1,0,231,238,334,0.86
346,1,0,231,238,334,0.86
347,1,0,231,238,334,0.86
348,1,0,231,238,334,0.86
349,1,0,231,238,334,0.86
350,1,0,231,238,334,0.86
351,1,0,231,238,334,0.86
352,1,0,231,238,334,0.86
353,1,0,231,238,334,0.86
354,1,0,231,238,334,0.86
355,1,0,231,238,334,0.86
356,1,0,231,238,334,0.86
357,1,0,231,238,334,0.86
358,1,0,231,238,334,0.86
359,1,0,231,238,334,0.86
360,1,0,231,238,334,0.86
361,1,0,231,238,334,0.86
362,1,0,231,238,334,0.86
363,1,0,231,238,334,0.86
364,1,0,231,238,334,0.86
365,1,0,231,238,334,0.86
366,1,0,231,238,334,0.86
367,1,0,231,238,334,0.86
368,1,0,231,238,334,0.86
369,1,0,231,238,334,0.86
370,1,0,231,238,334,0.86
371,1,0,231,238,334,0.86
372,1,0,231,238,334,0.86
373,1,0,231,238,334,0.86
374,1,0,231,238,334,0.86
375,1,0,231,238,334,0.86
376,1,0,231,238,334,0.86
377,1,0,231,238,334,0.86
378,1,0,231,238,334,0.86
379,1,0,231,238,334,0.86
380,1,0,231,238,334,0.86
381,1,0,231,238,334,0.86
382,1,0,231,238,334,0.86
383,1,0,231,238,334,0.86
384,1,0,231,238,334,0.86
385,1,0,231,238,334,0.86
386,1,0,231,238,334,0.86
387,1,0,231,238,334,0.86
388,1,0,231,238,334,0.86
389,1,0,231,238,334,0.86
390,1,0,231,238,334,0.86
391,1,0,231,238,334,0.86
392,1,0,231,238,334,0.86
393,1,0,231,238,334,0.86
394,1,0,231,238,334,0.86
395,1,0,231,238,334,0.86
396,1,0,231,238,334,0.86
397,1,0,231,238,334,0.86
398,1,0,231,238,334,0.86
399,1,0,231,238,334,0.86
400,1,0,231,238,334,0.86
401,1,0,231,238,334,0.86
402,1,0,231,238,334,0.86
403,1,0,231,238,334,0.86
404,1,0,231,238,334,0.86
405,1,0,231,238,334,0.86
406,1,0,231,238,334,0.86
407,1,0,231,238,334,0.86
408,1,0,231,238,334,0.86
409,1,0,231,238,334,0.86
410,1,0,231,238,334,0.86
411,1,0,231,238,334,0.86
412,1,0,231,238,334,0.86
413,1,0,231,238,334,0.86
414,1,0,231,238,334,0.86
415,1,0,231,238,334,0.86
416,1,0,231,238,334,0.86
417,1,0,231,238,334,0.86
418,1,0,231,238,334,0.86
419,1,0,231,238,334,0.86
420,1,0,231,238,334,0.86
421,1,0,231,238,334,0.86
422,1,0,231,238,334,0.86
423,1,0,231,238,334,0.86
424,1,0,231,238,334,0.86
425,1,0,231,238,334,0.86
426,1,0,231,238,334,0.86
427,1,0,231,238,334,0.86
428,1,0,231,238,334,0.86
429,1,0,231,238,334,0.86
430,1,0,231,238,334,0.86
431,1,0,231,238,334,0.86
432,1,0,231,238,334,0.86
433,1,0,231,238,334,0.86
434,1,0,231,238,334,0.86
435,1,0,231,238,334,0.86
436,1,0,231,238,334,0.86
437,1,0,231,238,334,0.86
438,1,0,231,238,334,0.86
439,1,0,231,238,334,0.86
440,1,0,231,238,334,0.86
441,1,0,231,238,334,0.86
442,1,0,231,238,334,0.86
443,1,0,231,238,334,0.86
444,1,0,231,238,334,0.86
445,1,0,231,238,334,0.86
446,1,0,231,238,334,0.86
447,1,0,231,238,334,0.86
448,1,0,231,238,334,0.86
449,1,0,231,238,334,0.86
450,1,0,231,238,334,0.86
451,1,0,231,238,334,0.86
452,1,0,231,238,334,0.86
453,1,0,231,238,334,0.86
454,1,0,231,238,334,0.86
455,1,0,231,238,334,0.86
456,1,0,231,238,334,0.86
457,1,0,231,238,334,0.86
458,1,0,231,238,334,0.86
459,1,0,231,238,334,0.86
460,1,0,231,238,334,0.86
461,1,0,231,238,334,0.86
462,1,0,231,238,334,0.86
463,1,0,231,238,334,0.86
464,1,0,231,238,334,0.86
465,1,0,231,238,334,0.86
466,1,0,231,238,334,0.86
467,1,0,231,238,334,0.86
468,1,0,231,238,334,0.86
469,1,0,231,238,334,0.86
470,1,0,231,238,334,0.86
471,1,0,231,238,334,0.86
472,1,0,231,238,334,0.86
473,1,0,231,238,334,0.86
474,1,0,231,238,334,0.86
475,1,0,231,238,334,0.86
476,1,0,231,238,334,0.86
477,1,0,231,238,334,0.86
478,1,0,231,238,334,0.86
479,1,0,231,238,334,0.86
480,1,0,231,238,334,0.86
481,1,0,231,238,334,0.86
482,1,0,231,238,334,0.86
483,1,0,231,238,334,0.86
484,1,0,231,238,334,0.86
485,1,0,231,238,334,0.86
486,1,0,231,238,334,0.86
487,1,0,231,238,334,0.86
488,1,0,231,238,334,0.86
489,1,0,231,238,334,0.86
490,1,0,231,238,334,0.86
491,1,0,231,238,334,0.86
492,1,0,231,238,334,0.86
493,1,0,231,238,334,0.86
494,1,0,231,238,334,0.86
495,1,0,231,238,334,0.86
496,1,0,231,238,334,0.86
497,1,0,231,238,334,0.86
498,1,0,231,238,334,0.86
499,1,0,231,238,334,0.86
500,1,0,231,238,334,0.86
501,1,0,231,238,334,0.86
502,1,0,231,238,334,0.86
503,1,0,231,238,334,0.86
504,1,0,231,238,334,0.86
505,1,0,231,238,334,0.86
506,1,0,231,238,334,0.86
507,1,0,231,238,334,0.86
508,1,0,231,238,334,0.86
509,1,0,231,238,334,0.86
510,1,0,231,238,334,0.86
511,1,0,231,238,334,0.86
512,1,0,231,238,334,0.86
513,1,0,231,238,334,0.86
514,1,0,231,238,334,0.86
515,1,0,231,238,334,0.86
516,1,0,231,238,334,0.86
517,1,0,231,238,334,0.86
518,1,0,231,238,334,0.86
519,1,0,231,238,334,0.86
520,1,0,231,238,334,0.86
521,1,0,231,238,334,0.86
522,1,0,231,238,334,0.86
523,1,0,231,238,334,0.86
524,1,0,231,238,334,0.86
525,1,0,231,238,334,0.86
526,1,0,231,238,334,0.86
527,1,0,231,238,334,0.86
528,1,0,231,238,334,0.86
529,1,0,231,238,334,0.86
530,1,0,231,238,334,0.86
531,1,0,231,238,334,0.86
532,1,0,231,238,334,0.86
533,1,0,231,238,334,0.86
534,1,0,231,238,334,0.86
535,1,0,231,238,334,0.86
536,1,0,231,238,334,0.86
537,1,0,231,238,334,0.86
538,1,0,231,238,334,0.86
539,1,0,231,238,334,0.86
540,1,0,231,238,334,0.86
541,1,0,231,238,334,0.86
542,1,0,231,238,334,0.86
543,1,0,231,238,334,0.86
544,1,0,231,238,334,0.86
545,1,0,231,238,334,0.86
546,1,0,231,238,334,0.86
547,1,0,231,238,334,0.86
548,1,0,231,238,334,0.86
549,1,0,231,238,334,0.86
550,1,0,231,238,334,0.86
551,1,0,231,238,334,0.86
552,1,0,231,238,334,0.86
553,1,0,231,238,334,0.86
554,1,0,231,238,334,0.86
555,1,0,231,238,334,0.86
556,1,0,231,238,334,0.86
557,1,0,231,238,334,0.86
558,1,0,231,238,334,0.86
559,1,0,231,238,334,0.86
560,1,0,231,238,334,0.86
561,1,0,231,238,334,0.86
562,1,0,231,238,334,0.86
563,1,0,231,238,334,0.86
564,1,0,231,238,334,0.86
565,1,0,231,238,334,0.86
566,1,0,231,238,334,0.86
567,1,0,231,238,334,0.86
568,1,0,231,238,334,0.86
569,1,0,231,238,334,0.86
570,1,0,231,238,334,0.86
571,1,0,231,238,334,0.86
572,1,0,231,238,334,0.86
573,1,0,231,238,334,0.86
574,1,0,231,238,334,0.86
575,1,0,231,238,334,0.86
576,1,0,231,238,334,0.86
577,1,0,231,238,334,0.86
578,1,0,231,238,334,0.86
579,1,0,231,238,334,0.86
580,1,0,231,238,334,0.86
581,1,0,231,238,334,0.86
582,1,0,231,238,334,0.86
583,1,0,231,238,334,0.86
584,1,0,231,238,334,0.86
585,1,0,231,238,334,0.86
586,1,0,231,238,334,0.86
587,1,0,231,238,334,0.86
588,1,0,231,238,334,0.86
589,1,0,231,238,334,0.86
590,1,0,231,238,334,0.86
591,1,0,231,238,334,0.86
592,1,0,231,238,334,0.86
593,1,0,231,238,334,0.86
594,1,0,231,238,334,0.86
595,1,0,231,238,334,0.86
596,1,0,231,238,334,0.86
597,1,0,231,238,334,0.86
598,1,0,231,238,334,0.86
599,1,0,231,238,334,0.86
600,1,0,231,238,334,0.86
601,1,0,231,238,334,0.86
602,1,0,231,238,334,0.86
603,1,0,231,238,334,0.86
604,1,0,231,238,334,0.86
605,1,0,231,238,334,0.86
606,1,0,231,238,334,0.86
607,1,0,231,238,334,0.86
608,1,0,231,238,334,0.86
609,1,0,231,238,334,0.86
610,1,0,231,238,334,0.86
611,1,0,231,238,334,0.86
612,1,0,231,238,334,0.86
613,1,0,231,238,334,0.86
614,1,0,231,238,334,0.86
615,1,0,231,238,334,0.86
616,1,0,231,238,334,0.86
617,1,0,231,238,334,0.86
618,1,0,231,238,334,0.86
619,1,0,231,238,334,0.86
620,1,0,231,238,334,0.86
621,1,0,231,238,334,0.86
622,1,0,231,238,334,0.86
623,1,0,231,238,334,0.86
624,1,0,231,238,334,0.86
625,1,0,231,238,334,0.86
626,1,0,231,238,334,0.86
627,1,0,231,238,334,0.86
628,1,0,231,238,334,0.86
629,1,0,231,238,334,0.86
630,1,0,231,238,334,0.86
631,1,0,231,238,334,0.86
632,1,0,231,238,334,0.86
633,1,0,231,238,334,0.86
634,1,0,231,238,334,0.86
635,1,0,231,238,334,0.86
636,1,0,231,238,334,0.86
637,1,0,231,238,334,0.86
638,1,0,231,238,334,0.86
639,1,0,231,238,334,0.86
640,1,0,231,238,334,0.86
641,1,0,231,238,334,0.86
642,1,0,231,238,334,0.86
643,1,0,231,238,334,0.86
644,1,0,231,238,334,0.86
645,1,0,231,238,334,0.86
646,1,0,231,238,334,0.86
647,1,0,231,238,334,0.86
648,1,0,231,238,334,0.86
649,1,0,231,238,334,0.86
650,1,0,231,238,334,0.86
651,1,0,231,238,334,0.86
652,1,0,231,238,334,0.86
653,1,0,231,238,334,0.86
654,1,0,231,238,334,0.86
655,1,0,231,238,334,0.86
656,1,0,231,238,334,0.86
657,1,0,231,238,334,0.86
658,1,0,231,238,334,0.86
659,1,0,231,238,334,0.86
660,1,0,231,238,334,0.86
661,1,0,231,238,334,0.86
662,1,0,231,238,334,0.86
663,1,0,231,238,334,0.86
664,1,0,231,238,334,0.86
665,1,0,231,238,334,0.86
666,1,0,231,238,334,0.86
667,1,0,231,238,334,0.86
668,1,0,231,238,334,0.86
669,1,0,231,238,334,0.86
670,1,0,231,238,334,0.86
671,1,0,231,238,334,0.86
672,1,0,231,238,334,0.86
673,1,0,231,238,334,0.86
674,1,0,231,238,334,0.86
675,1,0,231,238,334,0.86
676,1,0,231,238,334,0.86
677,1,0,231,238,334,0.86
678,1,0,231,238,334,0.86
679,1,0,231,238,334,0.86
680,1,0,231,238,334,0.86
681,1,0,231,238,334,0.86
682,1,0,231,238,334,0.86
683,1,0,231,238,334,0.86
684,1,0,231,238,334,0.86
685,1,0,231,238,334,0.86
686,1,0,231,238,334,0.86
687,1,0,231,238,334,0.86
688,1,0,231,238,334,0.86
689,1,0,231,238,334,0.86
690,1,0,231,238,334,0.86
691,1,0,231,238,334,0.86
692,1,0,231,238,334,0.86
693,1,0,231,238,334,0.86
694,1,0,231,238,334,0.86
695,1,0,231,238,334,0.86
696,1,0,231,238,334,0.86
697,1,0,231,238,334,0.86
698,1,0,231,238,334,0.86
699,1,0,231,238,334,0.86
700,1,0,231,238,334,0.86
701,1,0,231,238,334,0.86
702,1,0,231,238,334,0.86
703,1,0,231,238,334,0.86
704,1,0,231,238,334,0.86
705,1,0,231,238,334,0.86
706,1,0,231,238,334,0.86
707,1,0,231,238,334,0.86
708,1,0,231,238,334,0.86
709,1,0,231,238,334,0.86
710,1,0,231,238,334,0.86
711,1,0,231,238,334,0.86
712,1,0,231,238,334,0.86
713,1,0,231,238,334,0.86
714,1,0,231,238,334,0.86
715,1,0,231,238,334,0.86
716,1,0,231,238,334,0.86
717,1,0,231,238,334,0.86
718,1,0,231,238,334,0.86
719,1,0,231,238,334,0.86
720,1,0,231,238,334,0.86
721,1,0,231,238,334,0.86
722,1,0,231,238,334,0.86
723,1,0,231,238,334,0.86
724,1,0,231,238,334,0.86
725,1,0,231,238,334,0.86
726,1,0,231,238,334,0.86
727,1,0,231,238,334,0.86
728,1,0,231,238,334,0.86
729,1,0,231,238,334,0.86
730,1,0,231,238,334,0.86
731,1,0,231,238,334,0.86
732,1,0,231,238,334,0.86
733,1,0,231,238,334,0.86
734,1,0,231,238,334,0.86
735,1,0,231,238,334,0.86
736,1,0,231,238,334,0.86
737,1,0,231,238,334,0.86
738,1,0,231,238,334,0.86
739,1,0,231,238,334,0.86
740,1,0,231,238,334,0.86
741,1,0,231,238,334,0.86
742,1,0,231,238,334,0.86
743,1,0,231,238,334,0.86
744,1,0,231,238,334,0.86
745,1,0,231,238,334,0.86
746,1,0,231,238,334,0.86
747,1,0,231,238,334,0.86
748,1,0,231,238,334,0.86
749,1,0,231,238,334,0.86
750,1,0,231,238,334,0.86
751,1,0,231,238,334,0.86
752,1,0,231,238,334,0.86
753,1,0,231,238,334,0.86
754,1,0,231,238,334,0.86
755,1,0,231,238,334,0.86
756,1,0,231,238,334,0.86
757,1,0,231,238,334,0.86
758,1,0,231,238,334,0.86
759,1,0,231,238,334,0.86
760,1,0,231,238,334,0.86
761,1,0,231,238,334,0.86
762,1,0,231,238,334,0.86
763,1,0,231,238,334,0.86
764,1,0,231,238,334,0.86
765,1,0,231,238,334,0.86
766,1,0,231,238,334,0.86
767,1,0,231,238,334,0.86
768,1,0,231,238,334,0.86
769,1,0,231,238,334,0.86
770,1,0,231,238,334,0.86
771,1,0,231,238,334,0.86
772,1,0,231,238,334,0.86
773,1,0,231,238,334,0.86
774,1,0,231,238,334,0.86
775,1,0,231,238,334,0.86
776,1,0,231,238,334,0.86
777,1,0,231,238,334,0.86
778,1,0,231,238,334,0.86
779,1,0,231,238,334,0.86
780,1,0,231,238,334,0.86
781,1,0,231,238,334,0.86
782,1,0,231,238,334,0.86
783,1,0,231,238,334,0.86
784,1,0,231,238,334,0.86
785,1,0,231,238,334,0.86
786,1,0,231,238,334,0.86
787,1,0,231,238,334,0.86
788,1,0,231,238,334,0.86
789,1,0,231,238,334,0.86
790,1,0,231,238,334,0.86
791,1,0,231,238,334,0.86
792,1,0,231,238,334,0.86
793,1,0,231,238,334,0.86
794,1,0,231,238,334,0.86
795,1,0,231,238,334,0.86
796,1,0,231,238,334,0.86
797,1,0,231,238,334,0.86
798,1,0,231,238,334,0.86
799,1,0,231,238,334,0.86
800,1,0,231,238,334,0.86
801,1,0,231,238,334,0.86
802,1,0,231,238,334,0.86
803,1,0,231,238,334,0.86
804,1,0,231,238,334,0.86
805,1,0,231,238,334,0.86
806,1,0,231,238,334,0.86
807,1,0,231,238,334,0.86
808,1,0,231,238,334,0.86
809,1,0,231,238,334,0.86
810,1,0,231,238,334,0.86
811,1,0,231,238,334,0.86
812,1,0,231,238,334,0.86
813,1,0,231,238,334,0.86
814,1,0,231,238,334,0.86
815,1,0,231,238,334,0.86
816,1,0,231,238,334,0.86
817,1,0,231,238,334,0.86
818,1,0,231,238,334,0.86
819,1,0,231,238,334,0.86
820,1,0,231,238,334,0.86
821,1,0,231,238,334,0.86
822,1,0,231,238,334,0.86
823,1,0,231,238,334,0.86
824,1,0,231,238,334,0.86
825,1,0,231,238,334,0.86
826,1,0,231,238,334,0.86
827,1,0,231,238,334,0.86
828,1,0,231,238,334,0.86
829,1,0,231,238,334,0.86
830,1,0,231,238,334,0.86
831,1,0,231,238,334,0.86
832,1,0,231,238,334,0.86
833,1,0,231,238,334,0.86
834,1,0,231,238,334,0.86
835,1,0,231,238,334,0.86
836,1,0,231,238,334,0.86
837,1,0,231,238,334,0.86
838,1,0,231,238,334,0.86
839,1,0,231,238,334,0.86
840,1,0,231,238,334,0.86
841,1,0,231,238,334,0.86
842,1,0,231,238,334,0.86
843,1,0,231,238,334,0.86
844,1,0,231,238,334,0.86
845,1,0,231,238,334,0.86
846,1,0,231,238,334,0.86
847,1,0,231,238,334,0.86
848,1,0,231,238,334,0.86
849,1,0,231,238,334,0.86
850,1,0,231,238,334,0.86
851,1,0,231,238,334,0.86
852,1,0,231,238,334,0.86
853,1,0,231,238,334,0.86
854,1,0,231,238,334,0.86
855,1,0,231,238,334,0.86
856,1,0,231,238,334,0.86
857,1,0,231,238,334,0.86
858,1,0,231,238,334,0.86
859,1,0,231,238,334,0.86
860,1,0,231,238,334,0.86
861,1,0,231,238,334,0.86
862,1,0,231,238,334,0.86
